meas	Scout_end_use	original_ann	measure_ann	original_ts	measure_ts	sector	original_desc	measure_desc	original_desc_simple	measure_desc_simple
(C) Ref. Case RTU, Other Fossil Heat	Heating (Equip.)	com_hvac_ann_28	com_hvac_ann_28	com_heating_ts_8	com_heating_ts_8	com	Other fossil RTU + RTAC or chiller	Other fossil RTU + RTAC or chiller	fossil	fossil
(C) Ref. Case RTU, Other Fossil Heat	Ventilation	com_hvac_ann_28	com_hvac_ann_28	com_ventilation_5	com_ventilation_5	com	Other fossil RTU + RTAC or chiller	Other fossil RTU + RTAC or chiller	RTAC or chiller	RTAC or chiller
(C) Ref. Case RTU, Resist. Heat	Cooling (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_cooling_ts_9	com_cooling_ts_9	com	ER + RTAC or chiller	NG boiler + RTAC or chiller	RTAC or chiller	RTAC or chiller
(C) Ref. Case RTU, Resist. Heat	Heating (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_heating_ts_7	com_heating_ts_7	com	ER + RTAC or chiller	ER + RTAC or chiller	ER	ER
(C) Ref. Case Ventilation	Ventilation	com_hvac_ann_41	com_hvac_ann_41	com_ventilation_11	com_ventilation_11	com	Any	Any	Any	Any
(C) Ref. Case, Resist. Heat	Cooling (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_cooling_ts_9	com_cooling_ts_9	com	ER + RTAC or chiller	ER + RTAC or chiller	RTAC or chiller	RTAC or chiller
(C) Ref. Case, Resist. Heat	Heating (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_heating_ts_7	com_heating_ts_7	com	ER + RTAC or chiller	ER + RTAC or chiller	ER	ER
(C) Ref. Case, Resist. Heat	Ventilation	com_hvac_ann_35	com_hvac_ann_35	com_ventilation_7	com_ventilation_7	com	ER + RTAC or chiller	ER + RTAC or chiller	RTAC or chiller	RTAC or chiller
(C) Ref. Case, Resist. Heat TS	Cooling (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_cooling_ts_9	com_cooling_ts_9	com	ER + RTAC or chiller	ER + RTAC or chiller	RTAC or chiller	RTAC or chiller
(C) Ref. Case, Resist. Heat TS	Heating (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_heating_ts_7	com_heating_ts_7	com	ER + RTAC or chiller	ER + RTAC or chiller	ER	ER
(C) Ref. Case, Resist. Heat TS	Ventilation	com_hvac_ann_35	com_hvac_ann_35	com_ventilation_7	com_ventilation_7	com	ER + RTAC or chiller	ER + RTAC or chiller	RTAC or chiller	RTAC or chiller
(R) Best Clothes Washer	Other	res_cw_ann_1	res_cw_ann_1	res_cw_ts_1	res_cw_ts_1	res	Clothes washer	Clothes washer, best	Clothes washer	Clothes washer
(R) Best Dishwasher	Other	res_dw_ann_1	res_dw_ann_1	res_dw_ts_1	res_dw_ts_1	res	Dishwasher	Dishwasher, best	Dishwasher	Dishwasher
(R) Best Electronics	Computers and Electronics	res_misc_ann_1	res_misc_ann_1	res_misc_ts_1	res_misc_ts_1	res	Computers and electronics	Computers and electronics, best	Computers and electronics	Computers and electronics, best
(R) Best HP Dryer FS	Other	res_dry_ann_1	res_dry_ann_2	res_dry_ts_1	res_dry_ts_3	res	Dryer, fossil	Dryer, best HP	Dryer, fossil	Dryer, best HP
(R) Best HP Dryer TS	Other	res_dry_ann_3	res_dry_ann_4	res_dry_ts_2	res_dry_ts_3	res	Dryer, resistance	Dryer, best HP	Dryer, resistance	Dryer, best HP
(R) Best HP FS (NG Boiler)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_12	res_cooling_ts_1	res_cooling_ts_3	res	AC	ASHP, best	AC	ASHP, best
(R) Best HP FS (NG Boiler)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_12	res_heating_ts_2	res_heating_ts_4	res	fossil	ASHP, best	fossil	ASHP, best
(R) Best HP FS (NG Furnace)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_12	res_cooling_ts_1	res_cooling_ts_3	res	AC	ASHP, best	AC	ASHP, best
(R) Best HP FS (NG Furnace)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_12	res_heating_ts_2	res_heating_ts_4	res	fossil	ASHP, best	fossil	ASHP, best
(R) Best HP FS (NG Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_62	res_hvac_ann_64	res_cooling_ts_0	res_cooling_ts_3	res	none	ASHP, best	none	ASHP, best
(R) Best HP FS (NG Heat, No Cool)	Heating (Equip.)	res_hvac_ann_62	res_hvac_ann_64	res_heating_ts_2	res_heating_ts_4	res	fossil	ASHP, best	fossil	ASHP, best
(R) Best HP FS (Other Fossil Boiler)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_23	res_cooling_ts_1	res_cooling_ts_3	res	AC	ASHP, best	AC	ASHP, best
(R) Best HP FS (Other Fossil Boiler)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_23	res_heating_ts_2	res_heating_ts_4	res	fossil	ASHP, best	fossil	ASHP, best
(R) Best HP FS (Other Fossil Furnace)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_23	res_cooling_ts_1	res_cooling_ts_3	res	AC	ASHP, best	AC	ASHP, best
(R) Best HP FS (Other Fossil Furnace)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_23	res_heating_ts_2	res_heating_ts_4	res	fossil	ASHP, best	fossil	ASHP, best
(R) Best HP FS (Other Fossil Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_73	res_hvac_ann_75	res_cooling_ts_0	res_cooling_ts_3	res	none	ASHP, best	none	ASHP, best
(R) Best HP FS (Other Fossil Heat, No Cool)	Heating (Equip.)	res_hvac_ann_73	res_hvac_ann_75	res_heating_ts_2	res_heating_ts_4	res	fossil	ASHP, best	fossil	ASHP, best
(R) Best HP Pt. FS (NG Boiler)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_14	res_cooling_ts_1	res_cooling_ts_3	res	AC	ASHP, best with fossil backup	AC	ASHP, best with fossil backup
(R) Best HP Pt. FS (NG Boiler)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_14	res_heating_ts_2	res_heating_ts_6	res	fossil	ASHP, best with fossil backup	fossil	ASHP, best with fossil backup
(R) Best HP Pt. FS (NG Furnace)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_14	res_cooling_ts_1	res_cooling_ts_3	res	AC	ASHP, best with fossil backup	AC	ASHP, best with fossil backup
(R) Best HP Pt. FS (NG Furnace)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_14	res_heating_ts_2	res_heating_ts_6	res	fossil	ASHP, best with fossil backup	fossil	ASHP, best with fossil backup
(R) Best HP Pt. FS (NG Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_62	res_hvac_ann_66	res_cooling_ts_0	res_cooling_ts_3	res	none	ASHP, best with fossil backup	none	ASHP, best with fossil backup
(R) Best HP Pt. FS (NG Heat, No Cool)	Heating (Equip.)	res_hvac_ann_62	res_hvac_ann_66	res_heating_ts_2	res_heating_ts_6	res	fossil	ASHP, best with fossil backup	fossil	ASHP, best with fossil backup
(R) Best HP Pt. FS (Other Fossil Boiler)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_25	res_cooling_ts_1	res_cooling_ts_3	res	AC	ASHP, best with fossil backup	AC	ASHP, best with fossil backup
(R) Best HP Pt. FS (Other Fossil Boiler)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_25	res_heating_ts_2	res_heating_ts_6	res	fossil	ASHP, best with fossil backup	fossil	ASHP, best with fossil backup
(R) Best HP Pt. FS (Other Fossil Furnace)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_25	res_cooling_ts_1	res_cooling_ts_3	res	AC	ASHP, best with fossil backup	AC	ASHP, best with fossil backup
(R) Best HP Pt. FS (Other Fossil Furnace)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_25	res_heating_ts_2	res_heating_ts_6	res	fossil	ASHP, best with fossil backup	fossil	ASHP, best with fossil backup
(R) Best HP Pt. FS (Other Fossil Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_73	res_hvac_ann_77	res_cooling_ts_0	res_cooling_ts_3	res	none	ASHP, best with fossil backup	none	ASHP, best with fossil backup
(R) Best HP Pt. FS (Other Fossil Heat, No Cool)	Heating (Equip.)	res_hvac_ann_73	res_hvac_ann_77	res_heating_ts_2	res_heating_ts_6	res	fossil	ASHP, best with fossil backup	fossil	ASHP, best with fossil backup
(R) Best HP TS (Resist. Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_53	res_hvac_ann_55	res_cooling_ts_0	res_cooling_ts_3	res	none	ASHP, best	none	ASHP, best
(R) Best HP TS (Resist. Heat, No Cool)	Heating (Equip.)	res_hvac_ann_53	res_hvac_ann_55	res_heating_ts_1	res_heating_ts_4	res	ER	ASHP, best	ER	ASHP, best
(R) Best HP TS (Resist.)	Cooling (Equip.)	res_hvac_ann_1	res_hvac_ann_3	res_cooling_ts_1	res_cooling_ts_3	res	AC	ASHP, best	AC	ASHP, best
(R) Best HP TS (Resist.)	Heating (Equip.)	res_hvac_ann_1	res_hvac_ann_3	res_heating_ts_1	res_heating_ts_4	res	ER	ASHP, best	ER	ASHP, best
(R) Best HPWH FS	Water Heating	res_wh_ann_1	res_wh_ann_2	res_wh_ts_1	res_wh_ts_3	res	Water heater, fossil	Water heater, best HP	Water heater, fossil	Water heater, best HP
(R) Best HPWH TS	Water Heating	res_wh_ann_3	res_wh_ann_4	res_wh_ts_2	res_wh_ts_3	res	Water heater, resistance	Water heater, best HP	Water heater, resistance	Water heater, best HP
(R) Best Refrigerator	Refrigeration	res_refrig_ann_1	res_refrig_ann_1	res_refrig_ts_1	res_refrig_ts_1	res	Refrigeration	Refrigeration, best	Refrigeration	Refrigeration
(R) Best Residential LED Lighting	Lighting	res_light_ann_1	res_light_ann_1	res_light_ts_1	res_light_ts_1	res	Lighting	Lighting, best	Lighting	Lighting, best
(R) Brk. HP FS (NG Boiler)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_13	res_cooling_ts_1	res_cooling_ts_4	res	AC	ASHP, breakthrough	AC	ASHP, breakthrough
(R) Brk. HP FS (NG Boiler)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_13	res_heating_ts_2	res_heating_ts_5	res	fossil	ASHP, breakthrough	fossil	ASHP, breakthrough
(R) Brk. HP FS (NG Boiler) & Env.++	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_18	res_cooling_ts_1	res_cooling_ts_8	res	AC	ASHP, breakthrough with env ++	AC	ASHP, breakthrough
(R) Brk. HP FS (NG Boiler) & Env.++	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_18	res_heating_ts_2	res_heating_ts_10	res	fossil	ASHP, breakthrough with env ++	fossil	ASHP, breakthrough
(R) Brk. HP FS (NG Frn.) & Env.++	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_18	res_cooling_ts_1	res_cooling_ts_8	res	AC	ASHP, breakthrough with env ++	AC	ASHP, breakthrough
(R) Brk. HP FS (NG Frn.) & Env.++	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_18	res_heating_ts_2	res_heating_ts_10	res	fossil	ASHP, breakthrough with env ++	fossil	ASHP, breakthrough
(R) Brk. HP FS (NG Furnace)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_13	res_cooling_ts_1	res_cooling_ts_4	res	AC	ASHP, breakthrough	AC	ASHP, breakthrough
(R) Brk. HP FS (NG Furnace)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_13	res_heating_ts_2	res_heating_ts_5	res	fossil	ASHP, breakthrough	fossil	ASHP, breakthrough
(R) Brk. HP FS (NG Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_62	res_hvac_ann_65	res_cooling_ts_0	res_cooling_ts_4	res	none	ASHP, breakthrough	none	ASHP, breakthrough
(R) Brk. HP FS (NG Heat, No Cool)	Heating (Equip.)	res_hvac_ann_62	res_hvac_ann_65	res_heating_ts_2	res_heating_ts_5	res	fossil	ASHP, breakthrough	fossil	ASHP, breakthrough
(R) Brk. HP FS (Oth. Fs. Frn.) & Env.++	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_29	res_cooling_ts_1	res_cooling_ts_8	res	AC	ASHP, breakthrough with env ++	AC	ASHP, breakthrough
(R) Brk. HP FS (Oth. Fs. Frn.) & Env.++	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_29	res_heating_ts_2	res_heating_ts_10	res	fossil	ASHP, breakthrough with env ++	fossil	ASHP, breakthrough
(R) Brk. HP FS (Other Fossil Boiler)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_24	res_cooling_ts_1	res_cooling_ts_4	res	AC	ASHP, breakthrough	AC	ASHP, breakthrough
(R) Brk. HP FS (Other Fossil Boiler)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_24	res_heating_ts_2	res_heating_ts_5	res	fossil	ASHP, breakthrough	fossil	ASHP, breakthrough
(R) Brk. HP FS (Other Fossil Furnace)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_24	res_cooling_ts_1	res_cooling_ts_4	res	AC	ASHP, breakthrough	AC	ASHP, breakthrough
(R) Brk. HP FS (Other Fossil Furnace)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_24	res_heating_ts_2	res_heating_ts_5	res	fossil	ASHP, breakthrough	fossil	ASHP, breakthrough
(R) Brk. HP FS (Other Fossil Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_73	res_hvac_ann_76	res_cooling_ts_0	res_cooling_ts_4	res	none	ASHP, breakthrough	none	ASHP, breakthrough
(R) Brk. HP FS (Other Fossil Heat, No Cool)	Heating (Equip.)	res_hvac_ann_73	res_hvac_ann_76	res_heating_ts_2	res_heating_ts_5	res	fossil	ASHP, breakthrough	fossil	ASHP, breakthrough
(R) Brk. HP LFL	Cooling (Equip.)	res_hvac_ann_32	res_hvac_ann_35	res_cooling_ts_2	res_cooling_ts_4	res	ASHP, reference	ASHP, breakthrough	ASHP, reference	ASHP, breakthrough
(R) Brk. HP LFL	Heating (Equip.)	res_hvac_ann_32	res_hvac_ann_35	res_heating_ts_3	res_heating_ts_5	res	ASHP, reference	ASHP, breakthrough	ASHP, reference	ASHP, breakthrough
(R) Brk. HP TS (Resist. Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_53	res_hvac_ann_56	res_cooling_ts_0	res_cooling_ts_4	res	none	ASHP, breakthrough	none	ASHP, breakthrough
(R) Brk. HP TS (Resist. Heat, No Cool)	Heating (Equip.)	res_hvac_ann_53	res_hvac_ann_56	res_heating_ts_1	res_heating_ts_5	res	ER	ASHP, breakthrough	ER	ASHP, breakthrough
(R) Brk. HP TS (Resist.)	Cooling (Equip.)	res_hvac_ann_1	res_hvac_ann_4	res_cooling_ts_1	res_cooling_ts_4	res	AC	ASHP, breakthrough	AC	ASHP, breakthrough
(R) Brk. HP TS (Resist.)	Heating (Equip.)	res_hvac_ann_1	res_hvac_ann_4	res_heating_ts_1	res_heating_ts_5	res	ER	ASHP, breakthrough	ER	ASHP, breakthrough
(R) Brk. HP TS (Resist.) & Env.++	Cooling (Equip.)	res_hvac_ann_1	res_hvac_ann_8	res_cooling_ts_1	res_cooling_ts_8	res	AC	ASHP, breakthrough with env ++	AC	ASHP, breakthrough
(R) Brk. HP TS (Resist.) & Env.++	Heating (Equip.)	res_hvac_ann_1	res_hvac_ann_8	res_heating_ts_1	res_heating_ts_10	res	ER	ASHP, breakthrough with env ++	ER	ASHP, breakthrough
(R) Bst. HP FS (NG Boiler) & Env.+	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_17	res_cooling_ts_1	res_cooling_ts_7	res	AC	ASHP, best with env +	AC	ASHP, best
(R) Bst. HP FS (NG Boiler) & Env.+	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_17	res_heating_ts_2	res_heating_ts_9	res	fossil	ASHP, best with env +	fossil	ASHP, best
(R) Bst. HP FS (NG Frn.) & Env.+	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_17	res_cooling_ts_1	res_cooling_ts_7	res	AC	ASHP, best with env +	AC	ASHP, best
(R) Bst. HP FS (NG Frn.) & Env.+	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_17	res_heating_ts_2	res_heating_ts_9	res	fossil	ASHP, best with env +	fossil	ASHP, best
(R) Bst. HP FS (Oth. Fs. Frn.) & Env.+	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_28	res_cooling_ts_1	res_cooling_ts_7	res	AC	ASHP, best with env +	AC	ASHP, best
(R) Bst. HP FS (Oth. Fs. Frn.) & Env.+	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_28	res_heating_ts_2	res_heating_ts_9	res	fossil	ASHP, best with env +	fossil	ASHP, best
(R) Bst. HP TS (Resist.) & Env.+	Cooling (Equip.)	res_hvac_ann_1	res_hvac_ann_7	res_cooling_ts_1	res_cooling_ts_7	res	AC	ASHP, best with env +	AC	ASHP, best
(R) Bst. HP TS (Resist.) & Env.+	Heating (Equip.)	res_hvac_ann_1	res_hvac_ann_7	res_heating_ts_1	res_heating_ts_9	res	ER	ASHP, best with env +	ER	ASHP, best
(R) Electric FS (Secondary Fossil Heating)	Heating (Equip.)	res_hvac_ann_84	res_hvac_ann_52	res_heating_ts_2	res_heating_ts_1	res	fossil	Secondary heating	fossil	Secondary heating
(R) ENERGY STAR Clothes Washer	Other	res_cw_ann_1	res_cw_ann_1	res_cw_ts_1	res_cw_ts_1	res	Clothes washer	Clothes washer, ESTAR	Clothes washer	Clothes washer
(R) ENERGY STAR Dishwasher	Other	res_dw_ann_1	res_dw_ann_1	res_dw_ts_1	res_dw_ts_1	res	Dishwasher	Dishwasher, ESTAR	Dishwasher	Dishwasher
(R) ENERGY STAR Dryer	Other	res_dry_ann_3	res_dry_ann_3	res_dry_ts_2	res_dry_ts_2	res	Dryer, resistance	Dryer, ESTAR	Dryer, resistance	Dryer, ESTAR
(R) ENERGY STAR Electronics	Computers and Electronics	res_misc_ann_1	res_misc_ann_1	res_misc_ts_1	res_misc_ts_1	res	Computers and electronics	Computers and electronics, ESTAR	Computers and electronics	Computers and electronics, ESTAR
(R) ENERGY STAR Pool Pumps	Other	res_pp_ann_1	res_pp_ann_1	res_pp_ts_1	res_pp_ts_1	res	Pool pump	Pool pump, ESTAR	Pool pump	Pool pump
(R) ENERGY STAR Refrigerator	Refrigeration	res_refrig_ann_1	res_refrig_ann_1	res_refrig_ts_1	res_refrig_ts_1	res	Refrigeration	Refrigeration, ESTAR	Refrigeration	Refrigeration
(R) ES GSHP (NG Frn.) & Env.	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_20	res_cooling_ts_1	res_cooling_ts_9	res	AC	GSHP, ESTAR with env	AC	GSHP, ESTAR
(R) ES GSHP (NG Frn.) & Env.	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_20	res_heating_ts_2	res_heating_ts_12	res	fossil	GSHP, ESTAR with env	fossil	GSHP, ESTAR
(R) ES GSHP (Oth. Fs. Frn.) & Env.	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_31	res_cooling_ts_1	res_cooling_ts_9	res	AC	GSHP, ESTAR with env	AC	GSHP, ESTAR
(R) ES GSHP (Oth. Fs. Frn.) & Env.	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_31	res_heating_ts_2	res_heating_ts_12	res	fossil	GSHP, ESTAR with env	fossil	GSHP, ESTAR
(R) ES HP FS (NG Frn.) & Env.	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_16	res_cooling_ts_1	res_cooling_ts_6	res	AC	ASHP, ESTAR with env	AC	ASHP, ESTAR
(R) ES HP FS (NG Frn.) & Env.	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_16	res_heating_ts_2	res_heating_ts_8	res	fossil	ASHP, ESTAR with env	fossil	GSHP, ESTAR
(R) ES HP FS (Oth. Fs. Frn.) & Env.	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_27	res_cooling_ts_1	res_cooling_ts_6	res	AC	ASHP, ESTAR with env	AC	ASHP, ESTAR
(R) ES HP FS (Oth. Fs. Frn.) & Env.	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_27	res_heating_ts_2	res_heating_ts_8	res	fossil	ASHP, ESTAR with env	fossil	GSHP, ESTAR
(R) ES HP LFL & Env.	Cooling (Equip.)	res_hvac_ann_32	res_hvac_ann_38	res_cooling_ts_2	res_cooling_ts_6	res	ASHP, reference	ASHP, ESTAR with env	ASHP, reference	ASHP, ESTAR
(R) ES HP LFL & Env.	Heating (Equip.)	res_hvac_ann_32	res_hvac_ann_38	res_heating_ts_3	res_heating_ts_8	res	ASHP, reference	ASHP, ESTAR with env	ASHP, reference	ASHP, ESTAR
(R) ES HP Pt. FS (NG Frn.) & Env.	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_19	res_cooling_ts_1	res_cooling_ts_6	res	AC	ASHP, ESTAR with fossil backup and env	AC	ASHP, ESTAR with fossil backup
(R) ES HP Pt. FS (NG Frn.) & Env.	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_19	res_heating_ts_2	res_heating_ts_11	res	fossil	ASHP, ESTAR with fossil backup and env	fossil	ASHP, ESTAR with fossil backup
(R) ES HP Pt. FS (Oth. Fs. Frn.) & Env.	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_30	res_cooling_ts_1	res_cooling_ts_6	res	AC	ASHP, ESTAR with fossil backup and env	AC	ASHP, ESTAR with fossil backup
(R) ES HP Pt. FS (Oth. Fs. Frn.) & Env.	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_30	res_heating_ts_2	res_heating_ts_11	res	fossil	ASHP, ESTAR with fossil backup and env	fossil	ASHP, ESTAR with fossil backup
(R) ES HP TS (Resist.) & Env.	Cooling (Equip.)	res_hvac_ann_1	res_hvac_ann_6	res_cooling_ts_1	res_cooling_ts_6	res	AC	ASHP, ESTAR with env	AC	ASHP, ESTAR
(R) ES HP TS (Resist.) & Env.	Heating (Equip.)	res_hvac_ann_1	res_hvac_ann_6	res_heating_ts_1	res_heating_ts_8	res	ER	ASHP, ESTAR with env	ER	ASHP, ESTAR
(R) ESTAR 120V HPWH FS	Water Heating	res_wh_ann_1	res_wh_ann_2	res_wh_ts_1	res_wh_ts_3	res	Water heater, fossil	Water heater, ESTAR HP 120V	Water heater, fossil	Water heater, ESTAR HP
(R) ESTAR 240V HPWH FS	Water Heating	res_wh_ann_1	res_wh_ann_2	res_wh_ts_1	res_wh_ts_3	res	Water heater, fossil	Water heater, ESTAR HP 240V	Water heater, fossil	Water heater, ESTAR HP
(R) ESTAR GSHP (NG Furnace)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_15	res_cooling_ts_1	res_cooling_ts_5	res	AC	GSHP, ESTAR	AC	GSHP, ESTAR
(R) ESTAR GSHP (NG Furnace)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_15	res_heating_ts_2	res_heating_ts_7	res	fossil	GSHP, ESTAR	fossil	GSHP, ESTAR
(R) ESTAR GSHP (Other Fossil Furnace)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_26	res_cooling_ts_1	res_cooling_ts_5	res	AC	GSHP, ESTAR	AC	GSHP, ESTAR
(R) ESTAR GSHP (Other Fossil Furnace)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_25	res_heating_ts_2	res_heating_ts_7	res	fossil	GSHP, ESTAR	fossil	GSHP, ESTAR
(R) ESTAR HP FS (NG Furnace)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_11	res_cooling_ts_1	res_cooling_ts_2	res	AC	ASHP, ESTAR	AC	ASHP, ESTAR
(R) ESTAR HP FS (NG Furnace)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_11	res_heating_ts_2	res_heating_ts_3	res	fossil	ASHP, ESTAR	fossil	ASHP, ESTAR
(R) ESTAR HP FS (NG Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_62	res_hvac_ann_66	res_cooling_ts_0	res_cooling_ts_2	res	none	ASHP, ESTAR	none	ASHP, ESTAR
(R) ESTAR HP FS (NG Heat, No Cool)	Heating (Equip.)	res_hvac_ann_62	res_hvac_ann_63	res_heating_ts_2	res_heating_ts_3	res	fossil	ASHP, ESTAR	fossil	ASHP, ESTAR
(R) ESTAR HP FS (Other Fossil Furnace)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_22	res_cooling_ts_1	res_cooling_ts_2	res	AC	ASHP, ESTAR	AC	ASHP, ESTAR
(R) ESTAR HP FS (Other Fossil Furnace)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_22	res_heating_ts_2	res_heating_ts_3	res	fossil	ASHP, ESTAR	fossil	ASHP, ESTAR
(R) ESTAR HP FS (Other Fossil Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_73	res_hvac_ann_74	res_cooling_ts_0	res_cooling_ts_2	res	none	ASHP, ESTAR	none	ASHP, ESTAR
(R) ESTAR HP FS (Other Fossil Heat, No Cool)	Heating (Equip.)	res_hvac_ann_73	res_hvac_ann_74	res_heating_ts_2	res_heating_ts_3	res	fossil	ASHP, ESTAR	fossil	ASHP, ESTAR
(R) ESTAR HP LFL	Cooling (Equip.)	res_hvac_ann_32	res_hvac_ann_33	res_cooling_ts_2	res_cooling_ts_2	res	ASHP, reference	ASHP, ESTAR	ASHP, reference	ASHP, ESTAR
(R) ESTAR HP LFL	Heating (Equip.)	res_hvac_ann_32	res_hvac_ann_33	res_heating_ts_3	res_heating_ts_3	res	ASHP, reference	ASHP, ESTAR	ASHP, reference	ASHP, ESTAR
(R) ESTAR HP Pt. FS (NG Boiler)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_25	res_cooling_ts_1	res_cooling_ts_2	res	AC	ASHP, ESTAR with fossil backup	AC	ASHP, ESTAR with fossil backup
(R) ESTAR HP Pt. FS (NG Boiler)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_25	res_heating_ts_2	res_heating_ts_6	res	fossil	ASHP, ESTAR with fossil backup	fossil	ASHP, ESTAR with fossil backup
(R) ESTAR HP Pt. FS (NG Furnace)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_14	res_cooling_ts_1	res_cooling_ts_2	res	AC	ASHP, ESTAR with fossil backup	AC	ASHP, ESTAR with fossil backup
(R) ESTAR HP Pt. FS (NG Furnace)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_14	res_heating_ts_2	res_heating_ts_6	res	fossil	ASHP, ESTAR with fossil backup	fossil	ASHP, ESTAR with fossil backup
(R) ESTAR HP Pt. FS (NG Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_62	res_hvac_ann_66	res_cooling_ts_0	res_cooling_ts_2	res	none	ASHP, ESTAR with fossil backup	none	ASHP, ESTAR with fossil backup
(R) ESTAR HP Pt. FS (NG Heat, No Cool)	Heating (Equip.)	res_hvac_ann_62	res_hvac_ann_66	res_heating_ts_2	res_heating_ts_6	res	fossil	ASHP, ESTAR with fossil backup	fossil	ASHP, ESTAR with fossil backup
(R) ESTAR HP Pt. FS (Other Fossil Boiler)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_14	res_cooling_ts_1	res_cooling_ts_2	res	AC	ASHP, ESTAR with fossil backup	AC	ASHP, ESTAR with fossil backup
(R) ESTAR HP Pt. FS (Other Fossil Boiler)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_14	res_heating_ts_2	res_heating_ts_6	res	fossil	ASHP, ESTAR with fossil backup	fossil	ASHP, ESTAR with fossil backup
