meas	Scout_end_use	original_ann	measure_ann	original_ts	measure_ts	sector	original_desc	measure_desc	original_desc_simple	measure_desc_simple
(C) Best HP FS (Other Fossil Furnace & AC)	Cooling (Equip.)	com_hvac_ann_24	com_hvac_ann_24	com_cooling_ts_7	com_cooling_ts_7	com	Other fossil furnace + central or room AC	ASHP, best	AC	ASHP, best
(C) Best HP FS (Other Fossil Furnace & AC)	Heating (Equip.)	com_hvac_ann_24	com_hvac_ann_24	com_heating_ts_8	com_heating_ts_3	com	Other fossil furnace + central or room AC	ASHP, best	fossil	ASHP, best
(C) Best HP FS (Other Fossil Furnace & AC)	Ventilation	com_hvac_ann_24	com_hvac_ann_24	com_ventilation_6	com_ventilation_6	com	Other fossil furnace + central or room AC	ASHP, best	AC	ASHP, best
(C) Best HP FS (RTU, NG Heat)	Cooling (Equip.)	com_hvac_ann_16	com_hvac_ann_18	com_cooling_ts_9	com_cooling_ts_3	com	NG RTU + RTAC or chiller	ASHP, best	RTAC or chiller	ASHP, best
(C) Best HP FS (RTU, NG Heat)	Heating (Equip.)	com_hvac_ann_16	com_hvac_ann_18	com_heating_ts_8	com_heating_ts_3	com	NG RTU + RTAC or chiller	ASHP, best	fossil	ASHP, best
(C) Best HP FS (RTU, NG Heat)	Ventilation	com_hvac_ann_16	com_hvac_ann_18	com_ventilation_5	com_ventilation_2	com	NG RTU + RTAC or chiller	ASHP, best	RTAC or chiller	ASHP, best
(C) Best HP FS (RTU, Other Fossil Heat)	Cooling (Equip.)	com_hvac_ann_28	com_hvac_ann_30	com_cooling_ts_9	com_cooling_ts_3	com	Other fossil RTU + RTAC or chiller	ASHP, best	RTAC or chiller	ASHP, best
(C) Best HP FS (RTU, Other Fossil Heat)	Heating (Equip.)	com_hvac_ann_28	com_hvac_ann_30	com_heating_ts_8	com_heating_ts_3	com	Other fossil RTU + RTAC or chiller	ASHP, best	fossil	ASHP, best
(C) Best HP FS (RTU, Other Fossil Heat)	Ventilation	com_hvac_ann_28	com_hvac_ann_30	com_ventilation_5	com_ventilation_2	com	Other fossil RTU + RTAC or chiller	ASHP, best	RTAC or chiller	ASHP, best
(C) Best HP Pt. FS (NG Boiler)	Cooling (Equip.)	com_hvac_ann_9	com_hvac_ann_11	com_cooling_ts_9	com_cooling_ts_9	com	NG boiler + RTAC or chiller	Boiler, best HP with fossil backup	RTAC or chiller	Boiler, best HP with fossil backup
(C) Best HP Pt. FS (NG Boiler)	Heating (Equip.)	com_hvac_ann_9	com_hvac_ann_11	com_heating_ts_9	com_heating_ts_5	com	NG boiler + RTAC or chiller	Boiler, best HP with fossil backup	fossil	Boiler, best HP with fossil backup
(C) Best HP Pt. FS (NG Boiler)	Ventilation	com_hvac_ann_9	com_hvac_ann_11	com_ventilation_4	com_ventilation_4	com	NG boiler + RTAC or chiller	Boiler, best HP with fossil backup	RTAC or chiller	Boiler, best HP with fossil backup
(C) Best HP Pt. FS (NG Furnace & AC)	Cooling (Equip.)	com_hvac_ann_12	com_hvac_ann_12	com_cooling_ts_7	com_cooling_ts_7	com	NG furnace + central or room AC	ASHP, best with fossil backup	AC	ASHP, best with fossil backup
(C) Best HP Pt. FS (NG Furnace & AC)	Heating (Equip.)	com_hvac_ann_12	com_hvac_ann_12	com_heating_ts_8	com_heating_ts_2	com	NG furnace + central or room AC	Boiler, best HP with fossil backup	fossil	Boiler, best HP with fossil backup
(C) Best HP Pt. FS (NG Furnace & AC)	Ventilation	com_hvac_ann_12	com_hvac_ann_12	com_ventilation_6	com_ventilation_6	com	NG furnace + central or room AC	ASHP, best with fossil backup	AC	ASHP, best with fossil backup
(C) Best HP Pt. FS (Other Fossil Boiler)	Cooling (Equip.)	com_hvac_ann_22	com_hvac_ann_22	com_cooling_ts_9	com_cooling_ts_9	com	Other fossil boiler + RTAC or chiller	Boiler, best HP with fossil backup	RTAC or chiller	Boiler, best HP with fossil backup
(C) Best HP Pt. FS (Other Fossil Boiler)	Heating (Equip.)	com_hvac_ann_22	com_hvac_ann_22	com_heating_ts_9	com_heating_ts_5	com	Other fossil boiler + RTAC or chiller	ASHP, best with fossil backup	fossil	ASHP, best with fossil backup
(C) Best HP Pt. FS (Other Fossil Boiler)	Ventilation	com_hvac_ann_22	com_hvac_ann_22	com_ventilation_4	com_ventilation_4	com	Other fossil boiler + RTAC or chiller	Boiler, best HP with fossil backup	RTAC or chiller	Boiler, best HP with fossil backup
(C) Best HP Pt. FS (Other Fossil Furnace & AC)	Cooling (Equip.)	com_hvac_ann_24	com_hvac_ann_24	com_cooling_ts_7	com_cooling_ts_7	com	Other fossil furnace + central or room AC	ASHP, best with fossil backup	AC	ASHP, best with fossil backup
(C) Best HP Pt. FS (Other Fossil Furnace & AC)	Heating (Equip.)	com_hvac_ann_24	com_hvac_ann_24	com_heating_ts_8	com_heating_ts_2	com	Other fossil furnace + central or room AC	ASHP, best with fossil backup	fossil	ASHP, best with fossil backup
(C) Best HP Pt. FS (Other Fossil Furnace & AC)	Ventilation	com_hvac_ann_24	com_hvac_ann_24	com_ventilation_6	com_ventilation_6	com	Other fossil furnace + central or room AC	ASHP, best with fossil backup	AC	ASHP, best with fossil backup
(C) Best HP Pt. FS (RTU, NG Heat)	Cooling (Equip.)	com_hvac_ann_16	com_hvac_ann_19	com_cooling_ts_9	com_cooling_ts_1	com	NG RTU + RTAC or chiller	ASHP, best with fossil backup	RTAC or chiller	ASHP, best with fossil backup
(C) Best HP Pt. FS (RTU, NG Heat)	Heating (Equip.)	com_hvac_ann_16	com_hvac_ann_19	com_heating_ts_8	com_heating_ts_2	com	NG RTU + RTAC or chiller	ASHP, best with fossil backup	fossil	ASHP, best with fossil backup
(C) Best HP Pt. FS (RTU, NG Heat)	Ventilation	com_hvac_ann_16	com_hvac_ann_19	com_ventilation_5	com_ventilation_3	com	NG RTU + RTAC or chiller	ASHP, best with fossil backup	RTAC or chiller	ASHP, best with fossil backup
(C) Best HP Pt. FS (RTU, Other Fossil Heat)	Cooling (Equip.)	com_hvac_ann_28	com_hvac_ann_31	com_cooling_ts_9	com_cooling_ts_1	com	Other fossil RTU + RTAC or chiller	ASHP, best with fossil backup	RTAC or chiller	ASHP, best with fossil backup
(C) Best HP Pt. FS (RTU, Other Fossil Heat)	Heating (Equip.)	com_hvac_ann_28	com_hvac_ann_31	com_heating_ts_8	com_heating_ts_2	com	Other fossil RTU + RTAC or chiller	ASHP, best with fossil backup	fossil	ASHP, best with fossil backup
(C) Best HP Pt. FS (RTU, Other Fossil Heat)	Ventilation	com_hvac_ann_28	com_hvac_ann_31	com_ventilation_5	com_ventilation_3	com	Other fossil RTU + RTAC or chiller	ASHP, best with fossil backup	RTAC or chiller	ASHP, best with fossil backup
(C) Best HPWH FS	Water Heating	com_wh_ann_1	com_wh_ann_1	com_wh_ts_1	com_wh_ts_1	com	Water heater, fossil	Water heater, best HP	Water heater, fossil	Water heater, best HP
(C) Best HPWH TS	Water Heating	com_wh_ann_2	com_wh_ann_2	com_wh_ts_1	com_wh_ts_1	com	Water heater, resistance	Water heater, best HP	Water heater, resistance	Water heater, best HP
(C) Best Lighting	Lighting	com_light_ann_1	com_light_ann_1	com_light_ts_1	com_light_ts_1	com	Lighting	Lighting, best	Lighting	Lighting, best
(C) Best Plug Loads	Computers and Electronics	com_misc_ann_1	com_misc_ann_1	com_misc_ts_1	com_misc_ts_1	com	Computers and electronics	Computers and electronics, best	Computers and electronics	Computers and electronics, best
(C) Best Refrigeration	Refrigeration	com_refrig_ann_1	com_refrig_ann_1	com_refrig_ts_1	com_refrig_ts_1	com	Refrigeration	Refrigeration, best	Refrigeration	Refrigeration
(C) Brk. HP FS (NG Frn. AC) & Env.++	Cooling (Equip.)	com_hvac_ann_12	com_hvac_ann_39	com_cooling_ts_7	com_cooling_ts_10	com	NG furnace + central or room AC	ASHP, breakthrough with env ++	AC	ASHP, breakthrough
(C) Brk. HP FS (NG Frn. AC) & Env.++	Heating (Equip.)	com_hvac_ann_12	com_hvac_ann_39	com_heating_ts_8	com_heating_ts_10	com	NG furnace + central or room AC	ASHP, breakthrough with env ++	fossil	ASHP, breakthrough
(C) Brk. HP FS (NG Frn. AC) & Env.++	Ventilation	com_hvac_ann_12	com_hvac_ann_39	com_ventilation_6	com_ventilation_9	com	NG furnace + central or room AC	ASHP, breakthrough with env ++	AC	ASHP, breakthrough
(C) Brk. HP FS (NG Furnace & AC)	Cooling (Equip.)	com_hvac_ann_12	com_hvac_ann_12	com_cooling_ts_7	com_cooling_ts_7	com	NG furnace + central or room AC	ASHP, breakthrough	AC	ASHP, breakthrough
(C) Brk. HP FS (NG Furnace & AC)	Heating (Equip.)	com_hvac_ann_12	com_hvac_ann_12	com_heating_ts_8	com_heating_ts_5	com	NG furnace + central or room AC	ASHP, breakthrough	fossil	ASHP, breakthrough
(C) Brk. HP FS (NG Furnace & AC)	Ventilation	com_hvac_ann_12	com_hvac_ann_12	com_ventilation_6	com_ventilation_6	com	NG furnace + central or room AC	ASHP, breakthrough	AC	ASHP, breakthrough
(C) Brk. HP FS (Oth. Fs. Frn. AC) & Env.++	Cooling (Equip.)	com_hvac_ann_24	com_hvac_ann_38	com_cooling_ts_7	com_cooling_ts_10	com	Other fossil furnace + central or room AC	ASHP, breakthrough with env ++	AC	ASHP, breakthrough
(C) Brk. HP FS (Oth. Fs. Frn. AC) & Env.++	Heating (Equip.)	com_hvac_ann_24	com_hvac_ann_38	com_heating_ts_8	com_heating_ts_10	com	Other fossil furnace + central or room AC	ASHP, breakthrough with env ++	fossil	ASHP, breakthrough
(C) Brk. HP FS (Oth. Fs. Frn. AC) & Env.++	Ventilation	com_hvac_ann_24	com_hvac_ann_38	com_ventilation_6	com_ventilation_9	com	Other fossil furnace + central or room AC	ASHP, breakthrough with env ++	AC	ASHP, breakthrough
(C) Brk. HP FS (Other Fossil Furnace & AC)	Cooling (Equip.)	com_hvac_ann_24	com_hvac_ann_30	com_cooling_ts_7	com_cooling_ts_3	com	Other fossil furnace + central or room AC	ASHP, breakthrough	AC	ASHP, breakthrough
(C) Brk. HP FS (Other Fossil Furnace & AC)	Heating (Equip.)	com_hvac_ann_24	com_hvac_ann_30	com_heating_ts_8	com_heating_ts_3	com	Other fossil furnace + central or room AC	ASHP, breakthrough	fossil	ASHP, breakthrough
(C) Brk. HP FS (Other Fossil Furnace & AC)	Ventilation	com_hvac_ann_24	com_hvac_ann_30	com_ventilation_6	com_ventilation_2	com	Other fossil furnace + central or room AC	ASHP, breakthrough	AC	ASHP, breakthrough
(C) Bst. HP FS (NG Boiler) & Env.+	Cooling (Equip.)	com_hvac_ann_9	com_hvac_ann_40	com_cooling_ts_9	com_cooling_ts_11	com	NG boiler + RTAC or chiller	Boiler, best HP with env +	RTAC or chiller	Boiler, best HP
(C) Bst. HP FS (NG Boiler) & Env.+	Heating (Equip.)	com_hvac_ann_9	com_hvac_ann_40	com_heating_ts_9	com_heating_ts_11	com	NG boiler + RTAC or chiller	Boiler, best HP with env +	fossil	Boiler, best HP
(C) Bst. HP FS (NG Boiler) & Env.+	Ventilation	com_hvac_ann_9	com_hvac_ann_40	com_ventilation_4	com_ventilation_10	com	NG boiler + RTAC or chiller	Boiler, best HP with env +	RTAC or chiller	Boiler, best HP
(C) Bst. HP FS (RTU, NG Ht.) & Env.+	Cooling (Equip.)	com_hvac_ann_16	com_hvac_ann_18	com_cooling_ts_9	com_cooling_ts_3	com	NG RTU + RTAC or chiller	ASHP, best with env +	RTAC or chiller	ASHP, best
(C) Bst. HP FS (RTU, NG Ht.) & Env.+	Heating (Equip.)	com_hvac_ann_16	com_hvac_ann_18	com_heating_ts_8	com_heating_ts_3	com	NG RTU + RTAC or chiller	ASHP, best with env +	fossil	ASHP, best
(C) Bst. HP FS (RTU, NG Ht.) & Env.+	Ventilation	com_hvac_ann_16	com_hvac_ann_18	com_ventilation_5	com_ventilation_2	com	NG RTU + RTAC or chiller	ASHP, best with env +	RTAC or chiller	ASHP, best
(C) Bst. HP FS (RTU, Oth. Fs. Ht.) & Env.+	Cooling (Equip.)	com_hvac_ann_28	com_hvac_ann_30	com_cooling_ts_9	com_cooling_ts_3	com	Other fossil RTU + RTAC or chiller	ASHP, best with env +	RTAC or chiller	ASHP, best
(C) Bst. HP FS (RTU, Oth. Fs. Ht.) & Env.+	Heating (Equip.)	com_hvac_ann_28	com_hvac_ann_30	com_heating_ts_8	com_heating_ts_3	com	Other fossil RTU + RTAC or chiller	ASHP, best with env +	fossil	ASHP, best
(C) Bst. HP FS (RTU, Oth. Fs. Ht.) & Env.+	Ventilation	com_hvac_ann_28	com_hvac_ann_30	com_ventilation_5	com_ventilation_2	com	Other fossil RTU + RTAC or chiller	ASHP, best with env +	RTAC or chiller	ASHP, best
