meas	Scout_end_use	original_ann	measure_ann	original_ts	measure_ts	sector	original_desc	measure_desc	original_desc_simple	measure_desc_simple
(C) Min. Efficiency HP FS (Other Fossil Furnace)	Cooling (Equip.)	com_hvac_ann_24	com_hvac_ann_24	com_cooling_ts_7	com_cooling_ts_7	com	other fossil furnace+cac&rac	Min. Eff HP	other fossil furnace+cac&rac	Min. Eff HP
(C) Min. Efficiency HP FS (Other Fossil Furnace)	Heating (Equip.)	com_hvac_ann_24	com_hvac_ann_24	com_heating_ts_8	com_heating_ts_1	com	other fossil furnace+cac&rac	Min. Eff HP	other fossil furnace+cac&rac	Min. Eff HP
(C) Min. Efficiency HP FS (Other Fossil Furnace)	Ventilation	com_hvac_ann_24	com_hvac_ann_24	com_ventilation_6	com_ventilation_6	com	other fossil furnace+cac&rac	Min. Eff HP	other fossil furnace+cac&rac	Min. Eff HP
(C) Min. Efficiency HP FS (RTU, NG Heat)	Cooling (Equip.)	com_hvac_ann_16	com_hvac_ann_17	com_cooling_ts_9	com_cooling_ts_1	com	ng rtu+rtac or chiller	Min. Eff HP	ng rtu+rtac or chiller	Min. Eff HP
(C) Min. Efficiency HP FS (RTU, NG Heat)	Heating (Equip.)	com_hvac_ann_16	com_hvac_ann_17	com_heating_ts_8	com_heating_ts_1	com	ng rtu+rtac or chiller	Min. Eff HP	ng rtu+rtac or chiller	Min. Eff HP
(C) Min. Efficiency HP FS (RTU, NG Heat)	Ventilation	com_hvac_ann_16	com_hvac_ann_17	com_ventilation_5	com_ventilation_1	com	ng rtu+rtac or chiller	Min. Eff HP	ng rtu+rtac or chiller	Min. Eff HP
(C) Min. Efficiency HP FS (RTU, Other Fossil Heat)	Cooling (Equip.)	com_hvac_ann_28	com_hvac_ann_29	com_cooling_ts_9	com_cooling_ts_1	com	other fossil rtu+rtac or chiller	Min. Eff HP	other fossil rtu+rtac or chiller	Min. Eff HP
(C) Min. Efficiency HP FS (RTU, Other Fossil Heat)	Heating (Equip.)	com_hvac_ann_28	com_hvac_ann_29	com_heating_ts_8	com_heating_ts_1	com	other fossil rtu+rtac or chiller	Min. Eff HP	other fossil rtu+rtac or chiller	Min. Eff HP
(C) Min. Efficiency HP FS (RTU, Other Fossil Heat)	Ventilation	com_hvac_ann_28	com_hvac_ann_29	com_ventilation_5	com_ventilation_1	com	other fossil rtu+rtac or chiller	Min. Eff HP	other fossil rtu+rtac or chiller	Min. Eff HP
(C) Ref. Case ASHP	Cooling (Equip.)	com_hvac_ann_1	com_hvac_ann_1	com_cooling_ts_1	com_cooling_ts_1	com	Ref. HP	Ref. HP	Ref. HP	Ref. HP
(C) Ref. Case ASHP	Heating (Equip.)	com_hvac_ann_1	com_hvac_ann_1	com_heating_ts_1	com_heating_ts_1	com	Ref. HP	Ref. HP	Ref. HP	Ref. HP
(C) Ref. Case ASHP (RTU)	Cooling (Equip.)	com_hvac_ann_1	com_hvac_ann_1	com_cooling_ts_1	com_cooling_ts_1	com	Ref. HP	Ref. HP	Ref. HP	Ref. HP
(C) Ref. Case ASHP (RTU)	Heating (Equip.)	com_hvac_ann_1	com_hvac_ann_1	com_heating_ts_1	com_heating_ts_1	com	Ref. HP	Ref. HP	Ref. HP	Ref. HP
(C) Ref. Case ASHP (RTU)	Ventilation	com_hvac_ann_1	com_hvac_ann_1	com_ventilation_9	com_ventilation_9	com	Ref. HP	Ref. HP	Ref. HP	Ref. HP
(C) Ref. Case Elec. Boiler FS (NG Boiler)	Cooling (Equip.)	com_hvac_ann_9	com_hvac_ann_10	com_cooling_ts_9	com_cooling_ts_9	com	ng boiler+rtac or chiller	Electric boiler	ng boiler+rtac or chiller	Electric boiler
(C) Ref. Case Elec. Boiler FS (NG Boiler)	Heating (Equip.)	com_hvac_ann_9	com_hvac_ann_10	com_heating_ts_9	com_heating_ts_4	com	ng boiler+rtac or chiller	Electric boiler	ng boiler+rtac or chiller	Electric boiler
(C) Ref. Case Elec. Boiler FS (NG Boiler)	Ventilation	com_hvac_ann_9	com_hvac_ann_10	com_ventilation_4	com_ventilation_4	com	ng boiler+rtac or chiller	Electric boiler	ng boiler+rtac or chiller	Electric boiler
(C) Ref. Case Elec. Boiler FS (Other Fossil Boiler)	Cooling (Equip.)	com_hvac_ann_22	com_hvac_ann_22	com_cooling_ts_9	com_cooling_ts_9	com	other fossil boiler+rtac or chiller	Electric boiler	other fossil boiler+rtac or chiller	Electric boiler
(C) Ref. Case Elec. Boiler FS (Other Fossil Boiler)	Heating (Equip.)	com_hvac_ann_22	com_hvac_ann_22	com_heating_ts_9	com_heating_ts_4	com	other fossil boiler+rtac or chiller	Electric boiler	other fossil boiler+rtac or chiller	Electric boiler
(C) Ref. Case Elec. Boiler FS (Other Fossil Boiler)	Ventilation	com_hvac_ann_22	com_hvac_ann_22	com_ventilation_4	com_ventilation_4	com	other fossil boiler+rtac or chiller	Electric boiler	other fossil boiler+rtac or chiller	Electric boiler
(C) Ref. Case Electric Other	Other	com_misc_ann_1	com_misc_ann_1	com_misc_ts_1	com_misc_ts_1	com	Other	Other	Other	Other
(C) Ref. Case Electric Range	Cooking	com_cook_ann_2	com_cook_ann_2	com_cook_ts_1	com_cook_ts_1	com	Electric range	Electric range	Electric range	Electric range
(C) Ref. Case Electric Range FS	Cooking	com_cook_ann_1	com_cook_ann_1	com_cook_ts_1	com_cook_ts_1	com	Fossil range	Electric range	Fossil range	Electric range
(C) Ref. Case Fossil Other	Other	com_misc_ann_1	com_misc_ann_1	com_misc_ts_1	com_misc_ts_1	com	Fossil other	Fossil other	Fossil other	Fossil other
(C) Ref. Case Gas Range	Cooking	com_cook_ann_1	com_cook_ann_1	com_cook_ts_1	com_cook_ts_1	com	Fossil range	Fossil range	Fossil range	Fossil range
(C) Ref. Case Gas WH	Water Heating	com_wh_ann_1	com_wh_ann_1	com_wh_ts_1	com_wh_ts_1	com	Fossil water heater	Fossil water heater	Fossil water heater	Fossil water heater
(C) Ref. Case GSHP	Cooling (Equip.)	com_hvac_ann_4	com_hvac_ann_4	com_cooling_ts_8	com_cooling_ts_8	com	GSHP	GSHP	GSHP	GSHP
(C) Ref. Case GSHP	Heating (Equip.)	com_hvac_ann_4	com_hvac_ann_4	com_heating_ts_6	com_heating_ts_6	com	GSHP	GSHP	GSHP	GSHP
(C) Ref. Case GSHP	Ventilation	com_hvac_ann_4	com_hvac_ann_4	com_ventilation_8	com_ventilation_8	com	GSHP	GSHP	GSHP	GSHP
(C) Ref. Case Lighting	Lighting	com_light_ann_1	com_light_ann_1	com_light_ts_1	com_light_ts_1	com	Com lighting	Com lighting	Com lighting	Com lighting
(C) Ref. Case Misc. Electric Appliances	Other	com_misc_ann_1	com_misc_ann_1	com_misc_ts_1	com_misc_ts_1	com	Misc. electric appliances	Misc. electric appliances	Misc. electric appliances	Misc. electric appliances
(C) Ref. Case NG Boiler & Chiller	Cooling (Equip.)	com_hvac_ann_9	com_hvac_ann_9	com_cooling_ts_9	com_cooling_ts_9	com	ng boiler+rtac or chiller	ng boiler+rtac or chiller	ng boiler+rtac or chiller	ng boiler+rtac or chiller
(C) Ref. Case NG Boiler & Chiller	Heating (Equip.)	com_hvac_ann_9	com_hvac_ann_9	com_heating_ts_9	com_heating_ts_4	com	ng boiler+rtac or chiller	ng boiler+rtac or chiller	ng boiler+rtac or chiller	ng boiler+rtac or chiller
(C) Ref. Case NG Boiler & Chiller	Ventilation	com_hvac_ann_9	com_hvac_ann_9	com_ventilation_4	com_ventilation_4	com	ng boiler+rtac or chiller	ng boiler+rtac or chiller	ng boiler+rtac or chiller	ng boiler+rtac or chiller
(C) Ref. Case NG Furnace & AC	Cooling (Equip.)	com_hvac_ann_12	com_hvac_ann_12	com_cooling_ts_7	com_cooling_ts_7	com	ng furnace+cac&rac	ng furnace+cac&rac	ng furnace+cac&rac	ng furnace+cac&rac
(C) Ref. Case NG Furnace & AC	Heating (Equip.)	com_hvac_ann_12	com_hvac_ann_12	com_heating_ts_8	com_heating_ts_8	com	ng furnace+cac&rac	ng furnace+cac&rac	ng furnace+cac&rac	ng furnace+cac&rac
(C) Ref. Case NG Furnace & AC	Ventilation	com_hvac_ann_12	com_hvac_ann_12	com_ventilation_6	com_ventilation_6	com	ng furnace+cac&rac	ng furnace+cac&rac	ng furnace+cac&rac	ng furnace+cac&rac
(C) Ref. Case Other Fossil Boiler & Chiller	Cooling (Equip.)	com_hvac_ann_22	com_hvac_ann_22	com_cooling_ts_9	com_cooling_ts_9	com	other fossil boiler+rtac or chiller	other fossil boiler+rtac or chiller	other fossil boiler+rtac or chiller	other fossil boiler+rtac or chiller
(C) Ref. Case Other Fossil Boiler & Chiller	Heating (Equip.)	com_hvac_ann_22	com_hvac_ann_22	com_heating_ts_9	com_heating_ts_9	com	other fossil boiler+rtac or chiller	other fossil boiler+rtac or chiller	other fossil boiler+rtac or chiller	other fossil boiler+rtac or chiller
(C) Ref. Case Other Fossil Boiler & Chiller	Ventilation	com_hvac_ann_22	com_hvac_ann_22	com_ventilation_4	com_ventilation_4	com	other fossil boiler+rtac or chiller	other fossil boiler+rtac or chiller	other fossil boiler+rtac or chiller	other fossil boiler+rtac or chiller
(C) Ref. Case Other Fossil Furnace & AC	Cooling (Equip.)	com_hvac_ann_24	com_hvac_ann_24	com_cooling_ts_7	com_cooling_ts_7	com	other fossil furnace+cac&rac	other fossil furnace+cac&rac	other fossil furnace+cac&rac	other fossil furnace+cac&rac
(C) Ref. Case Other Fossil Furnace & AC	Heating (Equip.)	com_hvac_ann_24	com_hvac_ann_24	com_heating_ts_8	com_heating_ts_8	com	other fossil furnace+cac&rac	other fossil furnace+cac&rac	other fossil furnace+cac&rac	other fossil furnace+cac&rac
(C) Ref. Case Other Fossil Furnace & AC	Ventilation	com_hvac_ann_24	com_hvac_ann_24	com_ventilation_6	com_ventilation_6	com	other fossil furnace+cac&rac	other fossil furnace+cac&rac	other fossil furnace+cac&rac	other fossil furnace+cac&rac
(C) Ref. Case Plug Loads	Computers and Electronics	com_misc_ann_1	com_misc_ann_1	com_misc_ts_1	com_misc_ts_1	com	Computers and Electronics	Computers and Electronics	Computers and Electronics	Computers and Electronics
(C) Ref. Case Refrigeration	Refrigeration	com_refrig_ann_1	com_refrig_ann_1	com_refrig_ts_1	com_refrig_ts_1	com	Refrigeration	Refrigeration	Refrigeration	Refrigeration
(C) Ref. Case Resist. WH	Water Heating	com_wh_ann_2	com_wh_ann_2	com_wh_ts_1	com_wh_ts_1	com	Resistance water heater	Resistance water heater	Resistance water heater	Resistance water heater
(C) Ref. Case Resist. WH FS	Water Heating	com_wh_ann_1	com_wh_ann_1	com_wh_ts_1	com_wh_ts_1	com	Fossil water heater	Resistance water heater	Fossil water heater	Resistance water heater
(C) Ref. Case Resist. WH TS	Water Heating	com_wh_ann_2	com_wh_ann_2	com_wh_ts_1	com_wh_ts_1	com	Resistance water heater	Resistance water heater	Resistance water heater	Resistance water heater
(C) Ref. Case RTHP	Cooling (Equip.)	com_hvac_ann_1	com_hvac_ann_1	com_cooling_ts_1	com_cooling_ts_1	com	Ref. HP	Ref. HP	Ref. HP	Ref. HP
(C) Ref. Case RTHP	Heating (Equip.)	com_hvac_ann_1	com_hvac_ann_1	com_heating_ts_1	com_heating_ts_1	com	Ref. HP	Ref. HP	Ref. HP	Ref. HP
(C) Ref. Case RTU, NG Heat	Cooling (Equip.)	com_hvac_ann_16	com_hvac_ann_16	com_cooling_ts_9	com_cooling_ts_9	com	ng rtu+rtac or chiller	ng rtu+rtac or chiller	ng rtu+rtac or chiller	ng rtu+rtac or chiller
(C) Ref. Case RTU, NG Heat	Heating (Equip.)	com_hvac_ann_16	com_hvac_ann_16	com_heating_ts_8	com_heating_ts_8	com	ng rtu+rtac or chiller	ng rtu+rtac or chiller	ng rtu+rtac or chiller	ng rtu+rtac or chiller
(C) Ref. Case RTU, NG Heat	Ventilation	com_hvac_ann_16	com_hvac_ann_16	com_ventilation_5	com_ventilation_5	com	ng rtu+rtac or chiller	ng rtu+rtac or chiller	ng rtu+rtac or chiller	ng rtu+rtac or chiller
(C) Ref. Case RTU, Other Fossil Heat	Cooling (Equip.)	com_hvac_ann_28	com_hvac_ann_28	com_cooling_ts_9	com_cooling_ts_9	com	other fossil rtu+rtac or chiller	other fossil rtu+rtac or chiller	other fossil rtu+rtac or chiller	other fossil rtu+rtac or chiller
(C) Ref. Case RTU, Other Fossil Heat	Heating (Equip.)	com_hvac_ann_28	com_hvac_ann_28	com_heating_ts_8	com_heating_ts_8	com	other fossil rtu+rtac or chiller	other fossil rtu+rtac or chiller	other fossil rtu+rtac or chiller	other fossil rtu+rtac or chiller
(C) Ref. Case RTU, Other Fossil Heat	Ventilation	com_hvac_ann_28	com_hvac_ann_28	com_ventilation_5	com_ventilation_5	com	other fossil rtu+rtac or chiller	other fossil rtu+rtac or chiller	other fossil rtu+rtac or chiller	other fossil rtu+rtac or chiller
(C) Ref. Case RTU, Resist. Heat	Cooling (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_cooling_ts_9	com_cooling_ts_9	com	resistance heat+rtac or chiller	ng boiler+rtac or chiller	resistance heat+rtac or chiller	ng boiler+rtac or chiller
(C) Ref. Case RTU, Resist. Heat	Heating (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_heating_ts_7	com_heating_ts_7	com	resistance heat+rtac or chiller	ng boiler+rtac or chiller	resistance heat+rtac or chiller	ng boiler+rtac or chiller
(C) Ref. Case Ventilation	Ventilation	com_hvac_ann_41	com_hvac_ann_41	com_ventilation_11	com_ventilation_11	com	any	any	any	any
(C) Ref. Case, Resist. Heat	Cooling (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_cooling_ts_9	com_cooling_ts_9	com	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller
(C) Ref. Case, Resist. Heat	Heating (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_heating_ts_7	com_heating_ts_7	com	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller
(C) Ref. Case, Resist. Heat	Ventilation	com_hvac_ann_35	com_hvac_ann_35	com_ventilation_7	com_ventilation_7	com	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller
(C) Ref. Case, Resist. Heat TS	Cooling (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_cooling_ts_9	com_cooling_ts_9	com	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller
(C) Ref. Case, Resist. Heat TS	Heating (Equip.)	com_hvac_ann_35	com_hvac_ann_35	com_heating_ts_7	com_heating_ts_7	com	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller
(C) Ref. Case, Resist. Heat TS	Ventilation	com_hvac_ann_35	com_hvac_ann_35	com_ventilation_7	com_ventilation_7	com	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller	resistance heat+rtac or chiller
(R) Best Clothes Washer	Other	res_cw_ann_1	res_cw_ann_1	res_cw_ts_1	res_cw_ts_1	res	Clothes washer	Best clothes washer	Clothes washer	Best clothes washer
(R) Best Dishwasher	Other	res_dw_ann_1	res_dw_ann_1	res_dw_ts_1	res_dw_ts_1	res	Dishwasher	Best dishwasher	Dishwasher	Best dishwasher
(R) Best Electronics	Computers and Electronics	res_misc_ann_1	res_misc_ann_1	res_misc_ts_1	res_misc_ts_1	res	Computers and Electronics	Computers and Electronics	Computers and Electronics	Computers and Electronics
(R) Best HP Dryer FS	Other	res_dry_ann_1	res_dry_ann_2	res_dry_ts_1	res_dry_ts_3	res	Fossil dryer	Best HP dryer	Fossil dryer	Best HP dryer
(R) Best HP Dryer TS	Other	res_dry_ann_3	res_dry_ann_4	res_dry_ts_2	res_dry_ts_3	res	Resistance dryer	Best HP dryer	Resistance dryer	Best HP dryer
(R) Best HP FS (NG Boiler)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_12	res_cooling_ts_1	res_cooling_ts_3	res	AC	Best ASHP	AC	Best ASHP
(R) Best HP FS (NG Boiler)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_12	res_heating_ts_2	res_heating_ts_4	res	fossil	Best ASHP	fossil	Best ASHP
(R) Best HP FS (NG Furnace)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_12	res_cooling_ts_1	res_cooling_ts_3	res	AC	Best ASHP	AC	Best ASHP
(R) Best HP FS (NG Furnace)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_12	res_heating_ts_2	res_heating_ts_4	res	fossil	Best ASHP	fossil	Best ASHP
(R) Best HP FS (NG Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_62	res_hvac_ann_64	res_cooling_ts_0	res_cooling_ts_3	res	none	Best ASHP	none	Best ASHP
(R) Best HP FS (NG Heat, No Cool)	Heating (Equip.)	res_hvac_ann_62	res_hvac_ann_64	res_heating_ts_2	res_heating_ts_4	res	fossil	Best ASHP	fossil	Best ASHP
(R) Best HP FS (Other Fossil Boiler)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_23	res_cooling_ts_1	res_cooling_ts_3	res	AC	Best ASHP	AC	Best ASHP
(R) Best HP FS (Other Fossil Boiler)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_23	res_heating_ts_2	res_heating_ts_4	res	fossil	Best ASHP	fossil	Best ASHP
(R) Best HP FS (Other Fossil Furnace)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_23	res_cooling_ts_1	res_cooling_ts_3	res	AC	Best ASHP	AC	Best ASHP
(R) Best HP FS (Other Fossil Furnace)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_23	res_heating_ts_2	res_heating_ts_4	res	fossil	Best ASHP	fossil	Best ASHP
(R) Best HP FS (Other Fossil Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_73	res_hvac_ann_75	res_cooling_ts_0	res_cooling_ts_3	res	none	Best ASHP	none	Best ASHP
(R) Best HP FS (Other Fossil Heat, No Cool)	Heating (Equip.)	res_hvac_ann_73	res_hvac_ann_75	res_heating_ts_2	res_heating_ts_4	res	fossil	Best ASHP	fossil	Best ASHP
(R) Best HP Pt. FS (NG Boiler)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_14	res_cooling_ts_1	res_cooling_ts_3	res	AC	Best ASHP, fossil backup	AC	Best ASHP, fossil backup
(R) Best HP Pt. FS (NG Boiler)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_14	res_heating_ts_2	res_heating_ts_6	res	fossil	Best ASHP, fossil backup	fossil	Best ASHP, fossil backup
(R) Best HP Pt. FS (NG Furnace)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_14	res_cooling_ts_1	res_cooling_ts_3	res	AC	Best ASHP, fossil backup	AC	Best ASHP, fossil backup
(R) Best HP Pt. FS (NG Furnace)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_14	res_heating_ts_2	res_heating_ts_6	res	fossil	Best ASHP, fossil backup	fossil	Best ASHP, fossil backup
(R) Best HP Pt. FS (NG Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_62	res_hvac_ann_66	res_cooling_ts_0	res_cooling_ts_3	res	none	Best ASHP, fossil backup	none	Best ASHP, fossil backup
(R) Best HP Pt. FS (NG Heat, No Cool)	Heating (Equip.)	res_hvac_ann_62	res_hvac_ann_66	res_heating_ts_2	res_heating_ts_6	res	fossil	Best ASHP, fossil backup	fossil	Best ASHP, fossil backup
(R) Best HP Pt. FS (Other Fossil Boiler)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_25	res_cooling_ts_1	res_cooling_ts_3	res	AC	Best ASHP, fossil backup	AC	Best ASHP, fossil backup
(R) Best HP Pt. FS (Other Fossil Boiler)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_25	res_heating_ts_2	res_heating_ts_6	res	fossil	Best ASHP, fossil backup	fossil	Best ASHP, fossil backup
(R) Best HP Pt. FS (Other Fossil Furnace)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_25	res_cooling_ts_1	res_cooling_ts_3	res	AC	Best ASHP, fossil backup	AC	Best ASHP, fossil backup
(R) Best HP Pt. FS (Other Fossil Furnace)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_25	res_heating_ts_2	res_heating_ts_6	res	fossil	Best ASHP, fossil backup	fossil	Best ASHP, fossil backup
(R) Best HP Pt. FS (Other Fossil Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_73	res_hvac_ann_77	res_cooling_ts_0	res_cooling_ts_3	res	none	Best ASHP, fossil backup	none	Best ASHP, fossil backup
(R) Best HP Pt. FS (Other Fossil Heat, No Cool)	Heating (Equip.)	res_hvac_ann_73	res_hvac_ann_77	res_heating_ts_2	res_heating_ts_6	res	fossil	Best ASHP, fossil backup	fossil	Best ASHP, fossil backup
(R) Best HP TS (Resist. Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_53	res_hvac_ann_55	res_cooling_ts_0	res_cooling_ts_3	res	none	Best ASHP	none	Best ASHP
(R) Best HP TS (Resist. Heat, No Cool)	Heating (Equip.)	res_hvac_ann_53	res_hvac_ann_55	res_heating_ts_1	res_heating_ts_4	res	ER	Best ASHP	ER	Best ASHP
(R) Best HP TS (Resist.)	Cooling (Equip.)	res_hvac_ann_1	res_hvac_ann_3	res_cooling_ts_1	res_cooling_ts_3	res	AC	Best ASHP	AC	Best ASHP
(R) Best HP TS (Resist.)	Heating (Equip.)	res_hvac_ann_1	res_hvac_ann_3	res_heating_ts_1	res_heating_ts_4	res	ER	Best ASHP	ER	Best ASHP
(R) Best HPWH FS	Water Heating	res_wh_ann_1	res_wh_ann_2	res_wh_ts_1	res_wh_ts_3	res	Fossil water heater	Best HPWH	Fossil water heater	Best HPWH
(R) Best HPWH TS	Water Heating	res_wh_ann_3	res_wh_ann_4	res_wh_ts_2	res_wh_ts_3	res	Resistance water heater	Best HPWH	Resistance water heater	Best HPWH
(R) Best Refrigerator	Refrigeration	res_refrig_ann_1	res_refrig_ann_1	res_refrig_ts_1	res_refrig_ts_1	res	Refrigerator	Best refrigerator	Refrigerator	Best refrigerator
(R) Best Residential LED Lighting	Lighting	res_light_ann_1	res_light_ann_1	res_light_ts_1	res_light_ts_1	res	Res lighting	Best LEDs	Res lighting	Best LEDs
(R) Brk. HP FS (NG Boiler)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_13	res_cooling_ts_1	res_cooling_ts_4	res	AC	Breakthrough ASHP	AC	Breakthrough ASHP
(R) Brk. HP FS (NG Boiler)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_13	res_heating_ts_2	res_heating_ts_5	res	fossil	Breakthrough ASHP	fossil	Breakthrough ASHP
(R) Brk. HP FS (NG Boiler) & Env.++	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_18	res_cooling_ts_1	res_cooling_ts_8	res	AC	Breakthrough ASHP & Env ++	AC	Breakthrough ASHP
(R) Brk. HP FS (NG Boiler) & Env.++	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_18	res_heating_ts_2	res_heating_ts_10	res	fossil	Breakthrough ASHP & Env ++	fossil	Breakthrough ASHP
(R) Brk. HP FS (NG Frn.) & Env.++	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_18	res_cooling_ts_1	res_cooling_ts_8	res	AC	Breakthrough ASHP & Env ++	AC	Breakthrough ASHP
(R) Brk. HP FS (NG Frn.) & Env.++	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_18	res_heating_ts_2	res_heating_ts_10	res	fossil	Breakthrough ASHP & Env ++	fossil	Breakthrough ASHP
(R) Brk. HP FS (NG Furnace)	Cooling (Equip.)	res_hvac_ann_10	res_hvac_ann_13	res_cooling_ts_1	res_cooling_ts_4	res	AC	Breakthrough ASHP	AC	Breakthrough ASHP
(R) Brk. HP FS (NG Furnace)	Heating (Equip.)	res_hvac_ann_10	res_hvac_ann_13	res_heating_ts_2	res_heating_ts_5	res	fossil	Breakthrough ASHP	fossil	Breakthrough ASHP
(R) Brk. HP FS (NG Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_62	res_hvac_ann_65	res_cooling_ts_0	res_cooling_ts_4	res	none	Breakthrough ASHP	none	Breakthrough ASHP
(R) Brk. HP FS (NG Heat, No Cool)	Heating (Equip.)	res_hvac_ann_62	res_hvac_ann_65	res_heating_ts_2	res_heating_ts_5	res	fossil	Breakthrough ASHP	fossil	Breakthrough ASHP
(R) Brk. HP FS (Oth. Fs. Frn.) & Env.++	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_29	res_cooling_ts_1	res_cooling_ts_8	res	AC	Breakthrough ASHP & Env ++	AC	Breakthrough ASHP
(R) Brk. HP FS (Oth. Fs. Frn.) & Env.++	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_29	res_heating_ts_2	res_heating_ts_10	res	fossil	Breakthrough ASHP & Env ++	fossil	Breakthrough ASHP
(R) Brk. HP FS (Other Fossil Boiler)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_24	res_cooling_ts_1	res_cooling_ts_4	res	AC	Breakthrough ASHP	AC	Breakthrough ASHP
(R) Brk. HP FS (Other Fossil Boiler)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_24	res_heating_ts_2	res_heating_ts_5	res	fossil	Breakthrough ASHP	fossil	Breakthrough ASHP
(R) Brk. HP FS (Other Fossil Furnace)	Cooling (Equip.)	res_hvac_ann_21	res_hvac_ann_24	res_cooling_ts_1	res_cooling_ts_4	res	AC	Breakthrough ASHP	AC	Breakthrough ASHP
(R) Brk. HP FS (Other Fossil Furnace)	Heating (Equip.)	res_hvac_ann_21	res_hvac_ann_24	res_heating_ts_2	res_heating_ts_5	res	fossil	Breakthrough ASHP	fossil	Breakthrough ASHP
(R) Brk. HP FS (Other Fossil Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_73	res_hvac_ann_76	res_cooling_ts_0	res_cooling_ts_4	res	none	Breakthrough ASHP	none	Breakthrough ASHP
(R) Brk. HP FS (Other Fossil Heat, No Cool)	Heating (Equip.)	res_hvac_ann_73	res_hvac_ann_76	res_heating_ts_2	res_heating_ts_5	res	fossil	Breakthrough ASHP	fossil	Breakthrough ASHP
(R) Brk. HP LFL	Cooling (Equip.)	res_hvac_ann_32	res_hvac_ann_35	res_cooling_ts_2	res_cooling_ts_4	res	Ref. ASHP	Breakthrough ASHP	Ref. ASHP	Breakthrough ASHP
(R) Brk. HP LFL	Heating (Equip.)	res_hvac_ann_32	res_hvac_ann_35	res_heating_ts_3	res_heating_ts_5	res	Ref. ASHP	Breakthrough ASHP	Ref. ASHP	Breakthrough ASHP
(R) Brk. HP TS (Resist. Heat, No Cool)	Cooling (Equip.)	res_hvac_ann_53	res_hvac_ann_56	res_cooling_ts_0	res_cooling_ts_4	res	none	Breakthrough ASHP	none	Breakthrough ASHP
(R) Brk. HP TS (Resist. Heat, No Cool)	Heating (Equip.)	res_hvac_ann_53	res_hvac_ann_56	res_heating_ts_1	res_heating_ts_5	res	ER	Breakthrough ASHP	ER	Breakthrough ASHP
(R) Brk. HP TS (Resist.)	Cooling (Equip.)	res_hvac_ann_1	res_hvac_ann_4	res_cooling_ts_1	res_cooling_ts_4	res	AC	Breakthrough ASHP	AC	Breakthrough ASHP
(R) Brk. HP TS (Resist.)	Heating (Equip.)	res_hvac_ann_1	res_hvac_ann_4	res_heating_ts_1	res_heating_ts_5	res	ER	Breakthrough ASHP	ER	Breakthrough ASHP
