sector,in.state,month,calibration_multiplier
com,AL,1,0.8698284374010445
com,AR,1,0.9018462522144567
com,AZ,1,0.9999924915324231
com,CA,1,0.969452554640083
com,CO,1,0.7757111391245218
com,CT,1,0.8016338530471313
com,DC,1,1.0095959366684868
com,DE,1,0.8658728574864865
com,FL,1,0.7800160830992365
com,GA,1,0.7782349128476984
com,IA,1,0.9201546125972246
com,ID,1,1.0185069434815517
com,IL,1,0.9521913204927869
com,IN,1,0.8207137153543671
com,KS,1,0.9503507955107179
com,KY,1,0.8774203335043441
com,LA,1,1.008127833114974
com,MA,1,0.9181389935024964
com,MD,1,0.9175507271548038
com,ME,1,0.8814412963351991
com,MI,1,1.1080094295116822
com,MN,1,0.836620972094814
com,MO,1,0.8323011067430005
com,MS,1,1.0263816206296772
com,MT,1,1.5515155892127839
com,NC,1,0.8451285006351537
com,ND,1,2.5334985910464822
com,NE,1,1.1618420286867217
com,NH,1,0.9521349622052171
com,NJ,1,1.0460061959074836
com,NM,1,1.1528050885421472
com,NV,1,0.735292992254731
com,NY,1,1.0416780290422667
com,OH,1,0.8430597766459932
com,OK,1,1.0094935847957638
com,OR,1,1.2828999060288795
com,PA,1,0.7003828749614213
com,RI,1,0.9867700498703361
com,SC,1,0.7592426687991305
com,SD,1,1.8183992643921743
com,TN,1,0.8357512781793032
com,TX,1,1.020394936856875
com,UT,1,1.016831464284686
com,VA,1,1.378373070914014
com,VT,1,1.3545636706585544
com,WA,1,1.198378505447843
com,WI,1,1.0281440721710837
com,WV,1,0.8170226338237905
com,WY,1,1.8835106159629742
res,AL,1,1.0080295775212038
res,AR,1,0.8555524991980322
res,AZ,1,1.1653573736198934
res,CA,1,1.0154781107058113
res,CO,1,0.8458780305597475
res,CT,1,1.1336013936235794
res,DC,1,0.7544667424594055
res,DE,1,0.8449449670428807
res,FL,1,1.006695609864894
res,GA,1,0.9915843611635659
res,IA,1,1.0473815014330576
res,ID,1,1.3153524543298614
res,IL,1,0.9958213106156034
res,IN,1,1.1109648880993523
res,KS,1,0.9971503444205115
res,KY,1,0.7593950030039625
res,LA,1,0.9184674184831261
res,MA,1,0.963303119412163
res,MD,1,0.7390281327944703
res,ME,1,1.0994081578784565
res,MI,1,0.9234893365020824
res,MN,1,0.9734945288888693
res,MO,1,1.208227075418246
res,MS,1,0.9957038189165538
res,MT,1,1.210821914853419
res,NC,1,0.8399461573068202
res,ND,1,1.324149351490531
res,NE,1,1.1841893634531784
res,NH,1,1.0935459335117796
res,NJ,1,1.0383746015390554
res,NM,1,0.9106566787508128
res,NV,1,1.1000040212427868
res,NY,1,0.9091227730215528
res,OH,1,1.0669622050341745
res,OK,1,0.9184598377010745
res,OR,1,1.2102353880675876
res,PA,1,1.09356935022112
res,RI,1,0.9413588865017695
res,SC,1,0.9260797761990561
res,SD,1,1.2575139129998352
res,TN,1,0.8369563992884765
res,TX,1,0.9309628826013621
res,UT,1,1.1009016744294433
res,VA,1,0.8016975955187149
res,VT,1,1.117613059908289
res,WA,1,1.2593520869664176
res,WI,1,0.9927557705917112
res,WV,1,0.8456661254635012
res,WY,1,1.2304091611349275
com,AL,2,1.151500647244205
com,AR,2,1.0468243861708528
com,AZ,2,1.0320051766421139
com,CA,2,0.9618214335899576
com,CO,2,0.7869209161142826
com,CT,2,0.9095481122735198
com,DC,2,1.1092393636288318
com,DE,2,0.9989314574931907
com,FL,2,0.8753364673881803
com,GA,2,1.0220507342020997
com,IA,2,1.01959002124303
com,ID,2,0.9890168411727395
com,IL,2,1.021370222396784
com,IN,2,0.95016101299276
com,KS,2,1.0417600980650399
com,KY,2,1.030055682787069
com,LA,2,1.1493086075499357
com,MA,2,1.0657951979090048
com,MD,2,1.0452631619298927
com,ME,2,0.9962182690595539
com,MI,2,1.1946365738103706
com,MN,2,0.924934486919589
com,MO,2,0.9241101284038725
com,MS,2,1.283778866143102
com,MT,2,1.6253283988820026
com,NC,2,1.04695420405499
com,ND,2,2.698604058156556
com,NE,2,1.272036952131431
com,NH,2,1.0647332787049073
com,NJ,2,1.207319299349879
com,NM,2,1.2102752739712122
com,NV,2,0.7737052487285739
com,NY,2,1.1956994766288913
com,OH,2,0.9557422645036497
com,OK,2,1.0724004917864127
com,OR,2,1.27413481208409
com,PA,2,0.7984434688328389
com,RI,2,1.0972494325617856
com,SC,2,0.9491987425373396
com,SD,2,1.96125086693824
com,TN,2,1.1343348061282277
com,TX,2,1.1844914226720773
com,UT,2,1.090457923894128
com,VA,2,1.7280574771134984
com,VT,2,1.5157294345719794
com,WA,2,1.1859910486103051
com,WI,2,1.1102827330865277
com,WV,2,0.9036455990127357
com,WY,2,1.9085190719167027
res,AL,2,1.3200150238911657
res,AR,2,1.0753141169290954
res,AZ,2,1.0878101334048413
res,CA,2,0.8929643568143708
res,CO,2,0.8259748389306183
res,CT,2,1.1734413858914627
res,DC,2,0.9183934480070111
res,DE,2,1.0924364514479104
res,FL,2,1.1090946006550673
res,GA,2,1.240171803262124
res,IA,2,1.01236590960249
res,ID,2,1.2547738495296126
res,IL,2,1.0555324583853753
res,IN,2,1.3103483294587908
res,KS,2,0.9897558883453746
res,KY,2,1.0490330001774437
res,LA,2,1.2662741674237088
res,MA,2,1.0848081685780149
res,MD,2,0.9096278716969897
res,ME,2,1.219306573831203
res,MI,2,0.9601670549245871
res,MN,2,0.9508776997672528
res,MO,2,1.316303454068971
res,MS,2,1.3631449258881836
res,MT,2,1.105717988101331
res,NC,2,1.13808047524974
res,ND,2,1.2426145019373909
res,NE,2,1.123708935957096
res,NH,2,1.1520035817596452
res,NJ,2,1.0888150240208716
res,NM,2,0.9485038481101858
res,NV,2,1.0449661763794849
res,NY,2,1.0350263371353674
res,OH,2,1.2185362785414526
res,OK,2,0.9636704720621666
res,OR,2,1.1541945087054541
res,PA,2,1.2261533626007732
res,RI,2,0.9767940600523194
res,SC,2,1.2168313108281426
res,SD,2,1.2195540815809383
res,TN,2,1.2928978403437221
res,TX,2,1.0961168956752407
res,UT,2,1.100167018900048
res,VA,2,1.0256001649026394
res,VT,2,1.1885679919270056
res,WA,2,1.1998344735440636
res,WI,2,0.9725966309976611
res,WV,2,1.0703288231457406
res,WY,2,1.1519693470171772
com,AL,3,1.0953322519388053
com,AR,3,0.9777638343971696
com,AZ,3,1.006862717312049
com,CA,3,1.0821298389670355
com,CO,3,0.8224983278435274
com,CT,3,0.8608745967007556
com,DC,3,1.010811869925173
com,DE,3,0.9443521402564465
com,FL,3,0.948026341015353
com,GA,3,0.9737790583480448
com,IA,3,0.9903319975485411
com,ID,3,1.0076609496172488
com,IL,3,0.9975446021179325
com,IN,3,0.9041183845852487
com,KS,3,0.9981143028894629
com,KY,3,0.934188335671878
com,LA,3,1.0533209925918536
com,MA,3,0.983474131740824
com,MD,3,0.9606511185611349
com,ME,3,0.9704209767464713
com,MI,3,1.1467786243311888
com,MN,3,0.9349209438324175
com,MO,3,0.8613979893788328
com,MS,3,1.2065541616581672
com,MT,3,1.5120832480847803
com,NC,3,0.9709325182724236
com,ND,3,3.10860280618134
com,NE,3,1.2544760800898633
com,NH,3,0.9999687013916639
com,NJ,3,1.1620457384008298
com,NM,3,1.2153150230205243
com,NV,3,0.758861001031585
com,NY,3,1.0920419918356616
com,OH,3,0.911090250323873
com,OK,3,1.0781219180745947
com,OR,3,1.1480899428450113
com,PA,3,0.7177382532987234
com,RI,3,1.1539614983831916
com,SC,3,0.9168257597102575
com,SD,3,1.9895154074833643
com,TN,3,1.0217407909218994
com,TX,3,1.0714700256068646
com,UT,3,1.0051945690406416
com,VA,3,1.562028739828126
com,VT,3,1.4855306604351863
com,WA,3,1.0509716539724732
com,WI,3,1.1107162603767795
com,WV,3,0.8551309907183315
com,WY,3,1.936024673554908
res,AL,3,1.0866327071650936
res,AR,3,1.0869546764586766
res,AZ,3,1.0061286505715175
res,CA,3,0.9670253211236696
res,CO,3,0.9126174171110747
res,CT,3,1.0837161252436107
res,DC,3,0.7965195151865067
res,DE,3,0.9598467727004042
res,FL,3,1.1478635426867119
res,GA,3,1.0244992441001655
res,IA,3,1.0145767541985549
res,ID,3,1.2097998927516955
res,IL,3,0.9700356433325882
res,IN,3,1.1228011812829528
res,KS,3,0.9232747573151676
res,KY,3,0.8656443817523303
res,LA,3,1.1410798870373613
res,MA,3,0.9773538801563528
res,MD,3,0.7666249556214481
res,ME,3,1.1562541690577235
res,MI,3,0.9276665494892521
res,MN,3,1.0037646486690865
res,MO,3,1.150131241537935
res,MS,3,1.164904336413174
res,MT,3,1.1862197630694018
res,NC,3,0.8582100246393505
res,ND,3,1.3352549576129817
res,NE,3,1.2019429924279479
res,NH,3,1.0685978950324764
res,NJ,3,0.9740774404504672
res,NM,3,0.8523368787633921
res,NV,3,1.0309847878520166
res,NY,3,0.9376234768091106
res,OH,3,1.0450445141159943
res,OK,3,1.0058084419989477
res,OR,3,1.1716472253665278
res,PA,3,1.0410923645329309
res,RI,3,0.9028600411180493
res,SC,3,0.9401400883717368
res,SD,3,1.2871220051603207
res,TN,3,1.032697463426088
res,TX,3,1.089827758820638
res,UT,3,1.0920314355200658
res,VA,3,0.7932011690294564
res,VT,3,1.0736228239928094
res,WA,3,1.3062406175644121
res,WI,3,0.9878941653573371
res,WV,3,0.851555315653507
res,WY,3,1.2092911260811616
com,AL,4,1.133911012125615
com,AR,4,0.9744783026771263
com,AZ,4,1.0094367956366916
com,CA,4,0.9052078031499335
com,CO,4,0.8148312713680703
com,CT,4,0.8186480505335328
com,DC,4,1.01306657858671
com,DE,4,0.9207484700495554
com,FL,4,0.8571933102029898
com,GA,4,1.0186921539676266
com,IA,4,0.9282654302253611
com,ID,4,1.049982764669926
com,IL,4,0.9337383533291033
com,IN,4,0.8873294548319279
com,KS,4,0.9779230511400995
com,KY,4,0.9421574362255516
com,LA,4,1.0591055964377765
com,MA,4,0.9877421766504099
com,MD,4,0.9810158798684293
com,ME,4,0.9434352580070572
com,MI,4,1.1036693360755951
com,MN,4,0.8596486139606339
com,MO,4,0.8390018893952931
com,MS,4,1.2126669199219646
com,MT,4,1.5866138114715542
com,NC,4,1.0219138719111127
com,ND,4,2.9886871106165476
com,NE,4,1.2052091205614877
com,NH,4,0.97671778260345965
com,NJ,4,1.0898999283064026
com,NM,4,1.2057102061002125
com,NV,4,0.7723884173566888
com,NY,4,1.109585539763734
com,OH,4,0.9115629112913252
com,OK,4,1.0780358803788235
com,OR,4,1.108997988145244
com,PA,4,0.7341427742398777
com,RI,4,1.166320399999943
com,SC,4,0.904022145670733
com,SD,4,1.9515796278299633
com,TN,4,1.0370192750360516
com,TX,4,1.0941278617792443
com,UT,4,1.023114387936724
com,VA,4,1.6953918657538398
com,VT,4,1.4293572079016856
com,WA,4,1.0989579698008747
com,WI,4,1.0490282724375803
com,WV,4,0.836676035923615
com,WY,4,1.9721444224766989
res,AL,4,1.039658139985186
res,AR,4,0.8991734533270612
res,AZ,4,0.9240758849853449
res,CA,4,0.8894394473698075
res,CO,4,0.8837638203393883
res,CT,4,1.0611649925663507
res,DC,4,0.8804684707892331
res,DE,4,0.9701656055824112
res,FL,4,1.1187600399688231
res,GA,4,1.0193978939578618
res,IA,4,0.9338837327163837
res,ID,4,1.2151899444430279
res,IL,4,0.9305868281279396
res,IN,4,1.1007341999937297
res,KS,4,0.8455010441242949
res,KY,4,0.8866178714494369
res,LA,4,1.0405536581452282
res,MA,4,0.9914770909712743
res,MD,4,0.8310870186511884
res,ME,4,1.1319085450046873
res,MI,4,0.9155873328876983
res,MN,4,0.9324827868861331
res,MO,4,1.049991036129682
res,MS,4,1.0520460600464498
res,MT,4,1.1443045760240802
res,NC,4,0.9577382387427267
res,ND,4,1.2386828515936557
res,NE,4,1.023760260101588
res,NH,4,1.0126994746991533
res,NJ,4,1.025018050838171
res,NM,4,0.7873403117998186
res,NV,4,0.9534197058392632
res,NY,4,0.9423429540598037
res,OH,4,1.0419127036872136
res,OK,4,0.8529941021393009
res,OR,4,1.1565472386822515
res,PA,4,1.057479799747062
res,RI,4,0.9387332301070073
res,SC,4,1.003785510414886
res,SD,4,1.2142057700553224
res,TN,4,1.0247490323570034
res,TX,4,1.000185492961375
res,UT,4,1.0554033663290927
res,VA,4,0.8354115136907372
res,VT,4,1.0241322622844826
res,WA,4,1.291583903591537
res,WI,4,0.9475790416641328
res,WV,4,0.8459428930647227
res,WY,4,1.138921643736755
com,AL,5,0.9901939580002325
com,AR,5,0.8546228109758708
com,AZ,5,1.0415713746365043
com,CA,5,0.8349783268973433
com,CO,5,0.8374566902373095
com,CT,5,0.9070068312406702
com,DC,5,1.0093888456574818
com,DE,5,0.9451219402023732
com,FL,5,0.8755273527541416
com,GA,5,0.8884465205704907
com,IA,5,0.8393033581588475
com,ID,5,0.9589211483201635
com,IL,5,0.9142987350434921
com,IN,5,0.8796727530672143
com,KS,5,0.9607832067335835
com,KY,5,0.8578766048549202
com,LA,5,0.9067992993759162
com,MA,5,0.9713086044146554
com,MD,5,1.0095023129584382
com,ME,5,0.8965231039259388
com,MI,5,1.081015931208694
com,MN,5,0.8005326083164858
com,MO,5,0.7930695867103608
com,MS,5,1.0447398553294311
com,MT,5,1.5215152658570659
com,NC,5,0.9617383768717085
com,ND,5,2.8351354912194986
com,NE,5,1.1700258366123988
com,NH,5,0.9901649620464178
com,NJ,5,1.0981290554123815
com,NM,5,1.2423597135583933
com,NV,5,0.7916677426490618
com,NY,5,1.023951593394475
com,OH,5,0.9371441543036925
com,OK,5,1.0488885681480342
com,OR,5,1.055734006415408
com,PA,5,0.7285626135179096
com,RI,5,1.2062033295255357
com,SC,5,0.8798798187441629
com,SD,5,1.7375270180373856
com,TN,5,0.9190467925866193
com,TX,5,0.8737304379786789
